data_semana_epidemiologica,ano,mes,semana_epidemiologica,SE,municipio,casos_est,casos_notificados,casos_est_min,casos_est_max,casprov,casprov_est,casconf,p_inc100k,p_rt1,Rt,nivel,nivel_inc,receptivo,transmissao,pop,tempmin,tempmed,tempmax,umidmin,umidmed,umidmax,registro_original,Localidade_id,id,versao_modelo,tweet,casprov_est_min,casprov_est_max,notif_accum_year
2022-06-12,2022,6,23,202224,Fortaleza,1849.0,1849,1849,1849,1218,0.0,0.0,68.82274,1.2721263e-06,0.8615248,4,2,1,0,2686612,24.5714285714286,26.7678568571429,29.7142857142857,61.453564,76.6857224285714,88.0238194285714,True,0,230440020222419684,2023-11-23,72.0,0.0,0.0,171131
2022-06-19,2022,6,24,202225,Fortaleza,1710.0,1710,1710,1710,961,0.0,0.0,63.648937,2.9498848e-11,0.8087364,4,2,1,0,2686612,24.0,26.1071431428571,28.7142857142857,66.0244368571429,80.5667957142857,92.5980342857143,True,0,230440020222519684,2023-11-23,80.0,0.0,0.0,171131
2022-06-26,2022,6,25,202226,Fortaleza,1538.0,1538,1538,1538,715,0.0,0.0,57.246822,3.818923e-11,0.8009363,4,2,1,0,2686612,24.4285714285714,26.8571428571429,30.1428571428571,60.8960234285714,78.6128784285714,93.4826185714286,True,0,230440020222619684,2023-11-23,75.0,0.0,0.0,171131
2022-07-03,2022,7,26,202227,Fortaleza,938.0,938,938,938,478,0.0,0.0,34.91386,0.0,0.5562224,2,1,1,0,2686612,22.8571428571429,25.5698054285714,28.5714285714286,65.0953854285714,80.60768,93.41572,True,0,230440020222719684,2023-11-23,98.0,0.0,0.0,171131
2022-07-10,2022,7,27,202228,Fortaleza,747.0,747,747,747,382,0.0,0.0,27.804537,0.0,0.5317005,2,1,1,0,2686612,24.5714285714286,26.5952382857143,29.2857142857143,61.162032,77.2674492857143,87.9260408571429,True,0,230440020222819684,2023-11-23,63.0,0.0,0.0,171131
2022-07-17,2022,7,28,202229,Fortaleza,816.0,816,816,816,433,0.0,0.0,30.372826,1.7956272e-09,0.7611966,2,1,1,0,2686612,24.1428571428571,26.5103175714286,29.2857142857143,62.2905298571429,76.401962,90.3184265714286,True,0,230440020222919684,2023-11-23,47.0,0.0,0.0,171131
2022-07-24,2022,7,29,202230,Fortaleza,735.0,735,735,735,449,0.0,0.0,27.357876,0.0015246652,0.8616876,1,1,0,0,2686612,24.4285714285714,26.9189775714286,30.2857142857143,54.6859028571429,73.802012,86.5652922857143,True,0,230440020223019684,2023-11-23,13.0,0.0,0.0,171131
2022-07-31,2022,7,30,202231,Fortaleza,859.0,859,859,859,515,0.0,0.0,31.973354,0.9595066,1.0898151,1,1,1,1,2686612,24.0,26.0837304285714,28.8571428571429,65.4887371428571,80.18555,90.3805802857143,True,0,230440020223119684,2023-11-23,25.0,0.0,0.0,171131
2022-08-07,2022,8,31,202232,Fortaleza,605.0,605,605,605,323,0.0,0.0,22.519068,2.053542e-06,0.77975494,1,1,1,0,2686612,24.2857142857143,26.9285714285714,30.0,58.164465,74.9370078571429,87.246134,True,0,230440020223219684,2023-11-23,23.0,0.0,0.0,171131
2022-08-14,2022,8,32,202233,Fortaleza,568.0,568,568,568,331,0.0,0.0,21.141869,4.885965e-07,0.7623198,1,1,0,0,2686612,23.2857142857143,26.3239011428571,29.5714285714286,50.9580555714286,70.1304648571429,82.7117668571429,True,0,230440020223319684,2023-11-23,24.0,0.0,0.0,171131
2022-08-21,2022,8,33,202234,Fortaleza,473.0,473,473,473,297,0.0,0.0,17.605818,2.5305837e-08,0.7214863,1,1,0,0,2686612,24.0,26.7069598571429,30.1428571428571,50.9563738571429,71.6180652857143,84.2740011428571,True,0,230440020223419684,2023-11-23,20.0,0.0,0.0,171131
2022-08-28,2022,8,34,202235,Fortaleza,442.0,442,442,442,228,0.0,0.0,16.451948,8.3248226e-05,0.7878035,1,1,0,0,2686612,24.1428571428571,26.5693725714286,29.4285714285714,55.802585,71.8595151428571,82.1782514285714,True,0,230440020223519684,2023-11-23,0.0,0.0,0.0,171131
2022-09-04,2022,9,35,202236,Fortaleza,451.0,451,451,451,192,0.0,0.0,16.786942,0.08075616,0.9129349,1,1,0,0,2686612,24.5714285714286,27.345238,31.1428571428571,44.8360584285714,65.8117125714286,80.8026988571429,True,0,230440020223619684,2023-11-23,5.0,0.0,0.0,171131
2022-09-11,2022,9,36,202237,Fortaleza,398.0,398,398,398,167,0.0,0.0,14.814198,0.025654575,0.8749829,1,1,0,0,2686612,25.0,26.6527777142857,28.5714285714286,64.4444011428571,75.6241244285714,85.856362,True,0,230440020223719684,2023-11-23,0.0,0.0,0.0,171131
2022-09-18,2022,9,37,202238,Fortaleza,360.0,360,360,360,161,0.0,0.0,13.399776,0.0058831996,0.83574694,1,1,0,0,2686612,25.4285714285714,27.0141774285714,29.4285714285714,61.2212342857143,74.8755998571429,84.2857822857143,True,0,230440020223819684,2023-11-23,0.0,0.0,0.0,171131
2022-09-25,2022,9,38,202239,Fortaleza,260.0,260,260,260,138,0.0,0.0,9.677616,5.7731373e-08,0.6580744,1,1,0,0,2686612,25.4285714285714,27.2115388571429,29.8571428571429,58.222506,72.4194042857143,82.2562502857143,True,0,230440020223919684,2023-11-23,0.0,0.0,0.0,171131
2022-10-02,2022,10,39,202240,Fortaleza,297.0,297,297,297,95,0.0,0.0,11.054815,0.028336681,0.8602606,1,1,0,0,2686612,25.2857142857143,27.4350645714286,30.4285714285714,56.107463,72.6827,85.8972531428571,True,0,230440020224019684,2023-11-23,0.0,0.0,0.0,171131
2022-10-09,2022,10,40,202241,Fortaleza,192.0,192,192,192,75,0.0,0.0,7.1465473,9.915135e-07,0.647308,1,1,0,0,2686612,25.8571428571429,27.9583334285714,31.2857142857143,52.618701,70.853955,80.8942994285714,True,0,230440020224119684,2023-11-23,0.0,0.0,0.0,171131
2022-10-16,2022,10,41,202242,Fortaleza,204.0,204,204,204,84,0.0,0.0,7.5932064,0.00451311,0.784216,1,1,0,0,2686612,25.4285714285714,27.6604557142857,30.5714285714286,54.146758,71.4639482857143,83.7179377142857,True,0,230440020224219684,2023-11-23,0.0,0.0,0.0,171131
2022-10-23,2022,10,42,202243,Fortaleza,160.0,160,160,160,64,0.0,0.0,5.9554563,0.00071179174,0.7202345,1,0,0,0,2686612,25.8571428571429,27.7103177142857,29.8571428571429,61.2658278571429,73.2093607142857,82.8818274285714,True,0,230440020224319684,2023-11-23,0.0,0.0,0.0,171131
2022-10-30,2022,10,43,202244,Fortaleza,159.0,159,159,159,60,0.0,0.0,5.9182343,0.037200764,0.82649416,1,0,0,0,2686612,25.2857142857143,27.8417917142857,30.8571428571429,57.4400791428571,73.2638652857143,85.8723248571429,True,0,230440020224419684,2023-11-23,0.0,0.0,0.0,171131
2022-11-06,2022,11,44,202245,Fortaleza,200.0,200,200,200,86,0.0,0.0,7.44432,0.90934026,1.148223,1,1,0,0,2686612,25.7142857142857,27.5487011428571,30.2857142857143,62.1810008571429,74.3288985714286,85.8298442857143,True,0,230440020224519684,2023-11-23,0.0,0.0,0.0,171131
2022-11-13,2022,11,45,202246,Fortaleza,254.0,254,254,254,81,0.0,0.0,9.454287,0.99991745,1.4418694,1,1,0,1,2686612,25.8571428571429,27.5571428571429,29.2857142857143,63.7348662857143,73.3746991428571,82.3532862857143,True,0,230440020224619684,2023-11-23,0.0,0.0,0.0,171131
2022-11-20,2022,11,46,202247,Fortaleza,176.0,176,176,176,59,0.0,0.0,6.5510015,0.119188264,0.8853405,1,0,0,0,2686612,26.1428571428571,27.700397,29.8571428571429,60.5606511428571,72.6957478571429,81.5417505714286,True,0,230440020224719684,2023-11-23,0.0,0.0,0.0,171131
2022-11-27,2022,11,47,202248,Fortaleza,173.0,173,173,173,61,0.0,0.0,6.439337,0.026091674,0.8200062,1,0,0,0,2686612,26.2857142857143,27.770238,30.2857142857143,59.4643968571429,72.4192072857143,81.5147902857143,True,0,230440020224819684,2023-11-23,0.0,0.0,0.0,171131
2022-12-04,2022,12,48,202249,Fortaleza,118.0,118,118,118,48,0.0,0.0,4.392149,4.037639e-05,0.63308525,1,0,0,0,2686612,25.7142857142857,27.8820348571429,31.0,57.8666952857143,73.16359,85.8540868571429,True,0,230440020224919708,2023-12-17,0.0,0.0,0.0,171131
2022-12-11,2022,12,49,202250,Fortaleza,102.0,102,102,102,38,0.0,0.0,3.7966032,0.0005744754,0.663512,1,0,0,0,2686612,26.3333333333333,28.017045,30.3333333333333,60.7857986666667,73.1809623333333,82.0990931666667,True,0,230440020225019718,2023-12-27,0.0,0.0,0.0,171131
2022-12-18,2022,12,50,202251,Fortaleza,98.0,98,98,98,28,0.0,0.0,3.647717,0.030448131,0.7780268,1,0,0,0,2686612,25.5,27.5625,30.5,58.690465,72.909875,81.173031,True,0,230440020225119718,2023-12-27,0.0,0.0,0.0,171131
2022-12-25,2022,12,51,202252,Fortaleza,140.0,140,140,140,39,0.0,0.0,5.2110243,0.9719169,1.2739125,1,0,0,0,2686612,25.3333333333333,26.8050506666667,28.0,68.9519556666667,75.6661633333333,83.490202,True,0,230440020225219733,2024-01-11,0.0,0.0,0.0,171131
2023-01-01,2023,1,52,202301,Fortaleza,263.0,263,263,263,90,0.0,0.0,9.789281,1.0,2.1988823,1,1,0,1,2686612,26.0,28.1190474285714,30.7142857142857,62.0516348571429,74.4659814285714,85.1160938571429,True,0,230440020230119740,2024-01-18,0.0,0.0,0.0,171131
2023-01-08,2023,1,1,202302,Fortaleza,187.0,187,187,187,57,0.0,0.0,6.960439,0.92944044,1.1713299,1,1,0,0,2686612,26.5714285714286,27.9583334285714,30.1428571428571,65.4517624285714,76.3165211428571,85.1289542857143,True,0,230440020230219747,2024-01-25,0.0,0.0,0.0,171131
2023-01-15,2023,1,2,202303,Fortaleza,255.0,255,255,255,94,0.0,0.0,9.4915085,0.99187714,1.2522616,1,1,0,1,2686612,26.7142857142857,26.7142857142857,26.7142857142857,82.3323757142857,82.3323757142857,82.3323757142857,True,0,230440020230319747,2024-01-25,0.0,0.0,0.0,171131
2023-01-22,2023,1,3,202304,Fortaleza,270.0,270,270,270,108,0.0,0.0,10.049832,0.98391706,1.2133083,3,1,0,1,2686612,26.7142857142857,26.7142857142857,26.7142857142857,83.075269,83.075269,83.075269,True,0,230440020230419752,2024-01-30,0.0,0.0,0.0,171131
2023-01-29,2023,1,4,202305,Fortaleza,265.0,265,265,265,116,0.0,0.0,9.863725,0.8525471,1.0975267,1,1,0,0,2686612,26.5714285714286,27.4464285714286,28.2857142857143,75.7676025714286,80.2642725714286,84.5405547142857,True,0,230440020230519759,2024-02-06,0.0,0.0,0.0,171131
2023-02-05,2023,2,5,202306,Fortaleza,312.0,312,312,312,122,0.0,0.0,12.017763,0.98232967,1.1923636,1,1,0,1,2596157,27.5714285714286,27.5714285714286,27.5714285714286,79.5996832857143,79.9473411428571,80.2949991428571,True,0,230440020230619768,2024-02-15,0.0,0.0,0.0,171131
2023-02-12,2023,2,6,202307,Fortaleza,350.0,350,350,350,141,0.0,0.0,13.481465,0.99736804,1.2496636,3,1,0,1,2596157,27.2,27.2,27.2,82.7817414,83.6242122,84.4666862,True,0,230440020230719773,2024-02-20,0.0,0.0,0.0,171131
2023-02-19,2023,2,7,202308,Fortaleza,506.0,506,506,506,208,0.0,0.0,19.490347,1.0,1.5995725,3,1,1,1,2596157,25.2916666666667,27.0225694166667,29.375,71.8143407916667,82.8142120416667,91.3647552083333,True,0,230440020230819780,2024-02-27,0.0,0.0,0.0,171131
2023-02-26,2023,2,8,202309,Fortaleza,713.0,713,713,713,242,0.0,0.0,27.46367,1.0,1.8207539,3,1,0,1,2596157,26.9130434782609,27.0289853913043,27.2608695652174,82.5229054782609,83.7531966956522,85.0126223478261,True,0,230440020230919786,2024-03-04,0.0,0.0,0.0,171131
2023-03-05,2023,3,9,202310,Fortaleza,760.0,760,760,760,268,0.0,0.0,29.274038,1.0,1.466703,3,1,0,1,2596157,27.7,27.85,28.0,80.3804283,81.3592934,82.33815965,True,0,230440020231019794,2024-03-12,0.0,0.0,0.0,171131
2023-03-12,2023,3,10,202311,Fortaleza,783.0,783,783,783,256,0.0,0.0,30.159964,0.9996783,1.1976687,3,1,1,1,2596157,26.1818181818182,26.3181818181818,26.4545454545455,87.0743696818182,88.4880111818182,89.9016550909091,True,0,230440020231119800,2024-03-18,0.0,0.0,0.0,171131
2023-03-19,2023,3,11,202312,Fortaleza,730.0,730,730,730,211,0.0,0.0,28.118484,0.4609233,0.994886,1,1,1,0,2596157,24.2307692307692,26.8653849230769,29.8461538461538,67.3970634615385,81.7898036153846,94.21723,True,0,230440020231219808,2024-03-26,0.0,0.0,0.0,171131
2023-03-26,2023,3,12,202313,Fortaleza,583.0,583,583,583,205,0.0,0.0,22.456268,4.132523e-06,0.78231484,2,1,1,0,2596157,25.4583333333333,26.2881945,27.375,80.2670434166667,86.9498855,91.7764849166667,True,0,230440020231319814,2024-04-01,0.0,0.0,0.0,171131
2023-04-02,2023,4,13,202314,Fortaleza,414.0,414,414,414,122,0.0,0.0,15.946648,0.0,0.6014139,2,1,1,0,2596157,24.1428571428571,26.2976191428571,29.5714285714286,69.7779632857143,87.0079291428571,96.6925528571429,True,0,230440020231419821,2024-04-08,0.0,0.0,0.0,171131
2023-04-09,2023,4,14,202315,Fortaleza,467.0,467,467,467,166,0.0,0.0,17.988127,0.00022630049,0.80468535,2,1,1,0,2596157,24.4285714285714,26.7797617142857,30.1428571428571,69.1412817142857,84.8817374285714,95.0448171428571,True,0,230440020231519827,2024-04-14,0.0,0.0,0.0,171131
2023-04-16,2023,4,15,202316,Fortaleza,458.0,458,458,458,153,0.0,0.0,17.64146,0.17306688,0.94055694,2,1,1,0,2596157,25.2857142857143,27.7678571428571,30.5714285714286,66.4866514285714,82.1057221428571,94.2747964285714,True,0,230440020231619835,2024-04-22,0.0,0.0,0.0,171131
2023-04-23,2023,4,16,202317,Fortaleza,391.0,391,391,391,114,0.0,0.0,15.060722,0.016021218,0.86269116,2,1,1,0,2596157,25.1428571428571,27.2559525714286,30.2857142857143,67.7129744285714,81.4073677142857,93.5346714285714,True,0,230440020231719841,2024-04-28,0.0,0.0,0.0,171131
2023-04-30,2023,4,17,202318,Fortaleza,447.0,447,447,447,187,0.0,0.0,17.217756,0.599547,1.0170758,1,1,0,0,2596157,27.1,27.2333332,27.3,85.5005954,85.6935366,86.5953904,True,0,230440020231819848,2024-05-05,0.0,0.0,0.0,171131
2023-05-07,2023,5,18,202319,Fortaleza,417.0,417,417,417,202,0.0,0.0,16.062202,0.39646262,0.98207337,1,1,0,0,2596157,27.4,28.0,29.0,74.7840691,80.4507546,84.7532768,True,0,230440020231919855,2024-05-12,0.0,0.0,0.0,171131
2023-05-14,2023,5,19,202320,Fortaleza,342.0,342,342,342,151,0.0,0.0,13.173317,0.002550095,0.81592095,1,1,1,0,2596157,26.76,27.94,29.12,74.66627164,82.12363944,88.68801024,True,0,230440020232019862,2024-05-19,0.0,0.0,0.0,171131
2023-05-21,2023,5,20,202321,Fortaleza,399.0,399,399,399,202,0.0,0.0,15.36887,0.45749497,0.9924889,1,1,1,0,2596157,25.5714285714286,27.5059522857143,29.5714285714286,72.0462855714286,82.9635585714286,91.8974085714286,True,0,230440020232119869,2024-05-26,0.0,0.0,0.0,171131
2023-05-28,2023,5,21,202322,Fortaleza,363.0,363,363,363,178,0.0,0.0,13.982205,0.27333152,0.9567388,1,1,0,0,2596157,27.4090909090909,27.4772727272727,27.5454545454545,82.4098184545455,83.4187548181818,84.7404584545455,True,0,230440020232219876,2024-06-02,0.0,0.0,0.0,171131
2023-06-04,2023,6,22,202323,Fortaleza,344.0,344,344,344,167,0.0,0.0,13.250354,0.14013372,0.9225278,2,1,1,0,2596157,25.5532142857143,27.2109714285714,29.3955,67.4700857142857,80.4054857142857,87.7083142857143,True,0,230440020232319884,2024-06-10,,0.0,0.0,171131
2023-06-11,2023,6,23,202324,Fortaleza,316.0,316,316,316,152,0.0,0.0,12.171837,0.03839012,0.87284416,2,1,1,0,2596157,25.0245857142857,26.8701142857143,29.0751714285714,66.7357571428571,80.5530428571429,89.0059857142857,True,0,230440020232419884,2024-06-10,,0.0,0.0,171131
2023-06-18,2023,6,24,202325,Fortaleza,309.0,309,309,309,143,0.0,0.0,11.902207,0.10223515,0.9052769,1,1,0,0,2596157,26.8421052631579,26.9122806315789,27.0526315789474,82.7415512105263,83.1661505789474,83.7576492105263,True,0,230440020232519898,2024-06-24,0.0,0.0,0.0,171131
2023-06-25,2023,6,25,202326,Fortaleza,252.0,252,252,252,99,0.0,0.0,9.706655,0.0024557181,0.7897414,1,1,0,0,2596157,26.2105263157895,26.4999998947368,26.7368421052632,80.0558203157895,81.7296067368421,83.4131688421053,True,0,230440020232619904,2024-06-30,0.0,0.0,0.0,171131
2023-07-02,2023,7,26,202327,Fortaleza,313.0,313,313,313,126,0.0,0.0,12.056282,0.73024046,1.0508741,1,1,0,0,2596157,26.35,26.675,27.0,79.5610931,83.0783313,86.2808227,True,0,230440020232719913,2024-07-09,0.0,0.0,0.0,171131
2023-07-09,2023,7,27,202328,Fortaleza,302.0,302,302,302,155,0.0,0.0,11.632579,0.7457579,1.0560201,2,1,1,0,2596157,24.8787857142857,26.7830142857143,29.3930571428571,61.6620142857143,77.6416142857143,87.07,True,0,230440020232819919,2024-07-15,,0.0,0.0,171131
2023-07-16,2023,7,28,202329,Fortaleza,244.0,244,244,244,118,0.0,0.0,9.398507,0.022602735,0.8407277,1,1,0,0,2596157,24.7280142857143,27.0278,29.7146428571429,52.9412285714286,70.5572571428571,81.8955428571429,True,0,230440020232919928,2024-07-24,,0.0,0.0,171131
2023-07-23,2023,7,29,202330,Fortaleza,203.0,203,203,203,103,0.0,0.0,7.8192496,0.00018107185,0.72181267,1,1,0,0,2596157,24.7261571428571,27.0679285714286,30.0413857142857,53.4169285714286,71.8198285714286,83.6826428571429,True,0,230440020233019933,2024-07-29,,0.0,0.0,171131
2023-07-30,2023,7,30,202331,Fortaleza,230.0,230,230,230,94,0.0,0.0,8.859248,0.18026046,0.91995263,1,1,0,0,2596157,24.9856428571429,27.0552,30.1329142857143,53.3074285714286,73.5450714285714,85.3847285714286,True,0,230440020233119941,2024-08-06,,0.0,0.0,171131
2023-08-06,2023,8,31,202332,Fortaleza,191.0,191,191,191,76,0.0,0.0,7.357028,0.053799525,0.8537522,1,1,0,0,2596157,24.7979714285714,26.9156571428571,29.7816571428571,54.8122285714286,73.7571857142857,84.3689714285714,True,0,230440020233219948,2024-08-13,,0.0,0.0,171131
2023-08-13,2023,8,32,202333,Fortaleza,179.0,179,179,179,85,0.0,0.0,6.8948064,0.05068797,0.84708846,1,1,0,0,2596157,24.6112428571429,26.8464,29.8522428571429,52.9888857142857,71.2544857142857,83.1656285714286,True,0,230440020233319955,2024-08-20,,0.0,0.0,171131
2023-08-20,2023,8,33,202334,Fortaleza,217.0,217,217,217,112,0.0,0.0,8.358508,0.81203735,1.090658,1,1,0,0,2596157,24.9757571428571,26.7451428571429,29.2044428571429,62.2910285714286,76.7486428571429,85.0800714285714,True,0,230440020233419962,2024-08-27,,0.0,0.0,171131
2023-08-27,2023,8,34,202335,Fortaleza,201.0,201,201,201,92,0.0,0.0,7.742213,0.6313534,1.0342826,1,1,0,0,2596157,25.2302857142857,26.9635571428571,29.5744428571429,60.7723714285714,76.5039142857143,86.596,True,0,230440020233519969,2024-09-03,,0.0,0.0,171131
2023-09-03,2023,9,35,202336,Fortaleza,208.0,208,208,208,79,0.0,0.0,8.011842,0.63347375,1.0342671,1,1,0,0,2596157,25.0007571428571,27.1385285714286,30.1451,50.8919142857143,71.6838571428571,82.2468142857143,True,0,230440020233619978,2024-09-12,,0.0,0.0,171131
2023-09-10,2023,9,36,202337,Fortaleza,168.0,168,168,168,66,0.0,0.0,6.471103,0.03573268,0.8290671,1,0,0,0,2596157,25.0784857142857,27.0606285714286,29.8577571428571,55.4258571428571,73.2693142857143,83.2024,True,0,230440020233719983,2024-09-17,,0.0,0.0,171131
2023-09-17,2023,9,37,202338,Fortaleza,169.0,169,169,169,38,0.0,0.0,6.5096216,0.095017225,0.87146235,1,0,0,0,2596157,25.3625857142857,27.2870428571429,30.2112285714286,55.4167428571429,73.1797285714286,83.6263857142857,True,0,230440020233819989,2024-09-23,,0.0,0.0,171131
2023-09-24,2023,9,38,202339,Fortaleza,146.0,146,146,146,43,0.0,0.0,5.623697,0.037560157,0.82038105,1,0,0,0,2596157,25.4567285714286,27.0865285714286,29.6576285714286,59.1700285714286,74.7017857142857,84.3451714285714,True,0,230440020233919997,2024-10-01,,0.0,0.0,171131
2023-10-01,2023,10,39,202340,Fortaleza,174.0,174,174,174,58,0.0,0.0,6.7022142,0.6888137,1.054899,1,1,0,0,2596157,25.8870857142857,27.3563714285714,29.8938142857143,57.8764,73.0123857142857,81.9650714285714,True,0,230440020234020004,2024-10-08,,0.0,0.0,171131
2023-10-08,2023,10,40,202341,Fortaleza,139.0,139,139,139,37,0.0,0.0,5.354068,0.12559131,0.87550336,1,0,0,0,2596157,25.8240714285714,27.3285428571429,29.7803571428571,61.2346857142857,75.4515,83.5840571428571,True,0,230440020234120011,2024-10-15,,0.0,0.0,171131
2023-10-15,2023,10,41,202342,Fortaleza,137.0,137,137,137,31,0.0,0.0,5.2770305,0.13712144,0.8800581,1,0,0,0,2596157,25.8523285714286,27.1875428571429,29.6830857142857,58.2523428571429,73.7511285714286,81.7476,True,0,230440020234220018,2024-10-22,,0.0,0.0,171131
2023-10-22,2023,10,42,202343,Fortaleza,118.0,118,118,118,36,0.0,0.0,4.54518,0.04345709,0.80970955,1,0,0,0,2596157,25.6086571428571,27.1238571428571,29.4365857142857,61.9777857142857,75.1556714285714,83.2198857142857,True,0,230440020234320026,2024-10-30,,0.0,0.0,171131
2023-10-29,2023,10,43,202344,Fortaleza,118.0,118,118,118,29,0.0,0.0,4.54518,0.16711347,0.8853751,1,0,0,0,2596157,26.0779,27.5715,29.9492857142857,60.4526142857143,74.7214285714286,83.7596142857143,True,0,230440020234420032,2024-11-05,,0.0,0.0,171131
2023-11-05,2023,11,44,202345,Fortaleza,108.0,108,108,108,25,0.0,0.0,4.159995,0.16281383,0.8787316,1,0,0,0,2596157,26.2291714285714,27.6618428571429,29.9072,59.2149,72.8426,80.8084285714286,True,0,230440020234520038,2024-11-11,,0.0,0.0,171131
2023-11-12,2023,11,45,202346,Fortaleza,87.0,87,87,87,27,0.0,0.0,3.3511071,0.02594922,0.7598646,1,0,0,0,2596157,26.2086857142857,27.7914857142857,30.1008428571429,61.0625714285714,73.6239714285714,81.7506571428572,True,0,230440020234620046,2024-11-19,,0.0,0.0,171131
2023-11-19,2023,11,46,202347,Fortaleza,120.0,120,120,120,31,0.0,0.0,4.6222167,0.82170916,1.1303092,1,0,0,0,2596157,26.0570428571429,28.0311714285714,31.3003571428571,53.6985142857143,70.9302285714286,83.1871714285714,True,0,230440020234720055,2024-11-28,,0.0,0.0,171131
2023-11-26,2023,11,47,202348,Fortaleza,99.0,99,99,99,31,0.0,0.0,3.8133287,0.41235006,0.9693068,1,0,0,0,2596157,25.3601571428571,27.1316142857143,30.0711428571429,58.9348285714286,74.7915142857143,85.3865857142857,True,0,230440020234820059,2024-12-02,,0.0,0.0,171131
2023-12-03,2023,12,48,202349,Fortaleza,96.0,96,96,96,35,0.0,0.0,3.6977732,0.27526376,0.919252,1,0,0,0,2596157,25.8696285714286,27.907,31.3259,54.4661285714286,72.8869285714286,84.6777857142857,True,0,230440020234920066,2024-12-09,,0.0,0.0,171131
2023-12-10,2023,12,49,202350,Fortaleza,72.0,72,72,72,26,0.0,0.0,2.77333,0.013755276,0.7140014,1,0,0,0,2596157,26.1220285714286,28.1662571428571,31.6457428571429,49.5906857142857,69.4611,81.8280714285714,True,0,230440020235020073,2024-12-16,,0.0,0.0,171131
2023-12-17,2023,12,50,202351,Fortaleza,27.0,27,27,27,13,0.0,0.0,1.0399988,2.2823754e-09,0.3067752,1,0,1,0,2596157,25.1881857142857,27.1429,29.7867714285714,65.7815,80.2200428571429,89.5862428571429,True,0,230440020235120080,2024-12-23,,0.0,0.0,171131
2023-12-24,2023,12,51,202352,Fortaleza,34.0,34,34,34,12,0.0,0.0,1.309628,0.00055594963,0.51351243,1,0,1,0,2596157,25.6526285714286,27.5230571428571,30.1725285714286,65.7411285714286,80.1219571428571,89.9080714285714,True,0,230440020235220087,2024-12-30,,0.0,0.0,171131
2023-12-31,2023,12,52,202401,Fortaleza,145.0,145,145,145,16,0.0,0.0,5.5851784,1.0,2.9065628,2,0,1,0,2596157,25.4375142857143,27.4476142857143,30.2493142857143,65.3315714285714,79.4173,89.6568857142857,True,0,230440020240120095,2025-01-07,,0.0,0.0,171131
2024-01-07,2024,1,1,202402,Fortaleza,137.0,137,137,137,17,0.0,0.0,5.2770305,0.99999964,2.047649,1,0,0,0,2596157,25.8815428571429,28.0134857142857,30.8672285714286,59.7838571428571,74.7278142857143,86.5428571428571,True,0,230440020240220102,2025-01-14,,0.0,0.0,171131
2024-01-14,2024,1,2,202403,Fortaleza,184.0,184,184,184,19,0.0,0.0,7.087399,0.99996257,1.5886705,1,1,0,1,2596157,25.8520285714286,28.0517857142857,31.2447571428571,55.1256714285714,73.5593857142857,85.9814857142857,True,0,230440020240320109,2025-01-21,,0.0,0.0,171131
2024-01-21,2024,1,3,202404,Fortaleza,211.0,211,211,211,44,0.0,0.0,8.127398,0.99931175,1.4030156,3,1,0,1,2596157,26.5559714285714,28.3332428571429,30.7940857142857,62.6598285714286,75.457,85.3966714285714,True,0,230440020240420116,2025-01-28,,0.0,0.0,171131
2024-01-28,2024,1,4,202405,Fortaleza,275.0,275,275,275,52,0.0,0.0,10.59258,0.99999505,1.518963,3,1,1,1,2596157,26.3641428571429,28.3619285714286,31.2040428571429,59.0376857142857,75.9815857142857,87.5147857142857,True,0,230440020240520122,2025-02-03,,0.0,0.0,171131
2024-02-04,2024,2,5,202406,Fortaleza,262.0,262,262,262,47,0.0,0.0,10.09184,0.97901434,1.2044095,3,1,1,1,2596157,25.7857142857143,27.8377714285714,30.4632,63.5530428571429,78.3011571428571,88.5176142857143,True,0,230440020240620130,2025-02-11,,0.0,0.0,171131
2024-02-11,2024,2,6,202407,Fortaleza,336.0,336,336,336,35,0.0,0.0,12.942206,0.99970233,1.3287274,3,1,1,1,2596157,24.9973428571429,27.0649571428571,29.3757857142857,72.6342571428571,83.7216428571429,92.0661571428572,True,0,230440020240720137,2025-02-18,,0.0,0.0,171131
2024-02-18,2024,2,7,202408,Fortaleza,449.0,449,449,449,64,0.0,0.0,17.294794,1.0,1.554519,3,1,1,1,2596157,24.6576428571429,26.1685571428571,28.0199,79.2990571428572,88.2222857142857,94.9126142857143,True,0,230440020240820145,2025-02-26,,0.0,0.0,171131
2024-02-25,2024,2,8,202409,Fortaleza,562.0,562,562,562,113,0.0,0.0,21.64738,1.0,1.5955204,3,1,1,1,2596157,24.7347142857143,26.6136571428571,28.794,76.0527714285714,85.5646,94.0105428571429,True,0,230440020240920153,2025-03-06,,0.0,0.0,171131
2024-03-03,2024,3,9,202410,Fortaleza,643.0,643,643,643,120,0.0,0.0,24.767378,1.0,1.4400126,3,1,1,1,2596157,24.9998,26.7316428571429,28.6962571428571,78.5725285714286,86.1271142857143,92.8041285714286,True,0,230440020241020157,2025-03-10,,0.0,0.0,171131
2024-03-10,2024,3,10,202411,Fortaleza,617.0,617,617,617,126,0.0,0.0,23.765898,0.98720104,1.1402925,3,1,1,1,2596157,25.5582857142857,27.3498857142857,29.6925714285714,75.9961714285714,85.6106428571429,92.6594714285714,True,0,230440020241120165,2025-03-18,,0.0,0.0,171131
