data_semana_epidemiologica,ano,mes,semana_epidemiologica,SE,municipio,casos_est,casos_notificados,casos_est_min,casos_est_max,casprov,casprov_est,casconf,p_inc100k,p_rt1,Rt,nivel,nivel_inc,receptivo,transmissao,pop,tempmin,tempmed,tempmax,umidmin,umidmed,umidmax,registro_original,Localidade_id,id,versao_modelo,tweet,casprov_est_min,casprov_est_max,notif_accum_year
2024-03-17,2024,3,11,202412,Fortaleza,597.0,597,597,597,157,0.0,0.0,22.995527,0.4677061,0.99532765,2,1,1,0,2596157,25.1074571428571,27.0112857142857,29.5342857142857,75.5940857142857,86.0844285714286,94.0290857142857,True,0,230440020241220171,2025-03-24,,0.0,0.0,171131
2024-03-24,2024,3,12,202413,Fortaleza,554.0,554,554,554,150,0.0,0.0,21.339233,0.054937597,0.910465,2,1,1,0,2596157,25.0155428571429,26.5588,28.7376142857143,76.5381714285714,86.8493428571429,93.7712285714286,True,0,230440020241320178,2025-03-31,,0.0,0.0,171131
2024-03-31,2024,3,13,202414,Fortaleza,786.0,786,786,786,255,0.0,0.0,30.275518,0.99999964,1.3073404,2,1,1,1,2596157,24.6702428571429,26.7441857142857,29.1712428571429,74.7174285714286,85.9439142857143,95.0402857142857,True,0,230440020241420188,2025-04-10,,0.0,0.0,171131
2024-04-07,2024,4,14,202415,Fortaleza,726.0,726,726,726,232,0.0,0.0,27.96441,0.9950323,1.1503816,3,1,1,1,2596157,24.8972857142857,26.7406857142857,29.3389285714286,75.0096571428572,87.0187,94.6578571428571,True,0,230440020241520192,2025-04-14,,0.0,0.0,171131
2024-04-14,2024,4,15,202416,Fortaleza,551.0,551,551,551,194,0.0,0.0,21.223679,4.8107795e-05,0.80076253,2,1,1,0,2596157,24.9911571428571,27.0058142857143,29.3946714285714,76.2026,86.5664428571429,94.5744142857143,True,0,230440020241620200,2025-04-22,,0.0,0.0,171131
2024-04-21,2024,4,16,202417,Fortaleza,455.0,455,455,455,170,0.0,0.0,17.525904,5.901113e-11,0.6787467,2,1,1,0,2596157,24.9913,26.8258428571429,29.2972285714286,71.3928571428571,84.9509,93.6127,True,0,230440020241720206,2025-04-28,,0.0,0.0,171131
2024-04-28,2024,4,17,202418,Fortaleza,366.0,366,366,366,142,0.0,0.0,14.09776,9.9187325e-12,0.64174694,2,1,1,0,2596157,25.0438285714286,26.9660571428571,29.1444857142857,72.0282714285714,84.0549428571429,93.8955,True,0,230440020241820213,2025-05-05,,0.0,0.0,171131
2024-05-05,2024,5,18,202419,Fortaleza,330.0,330,330,330,113,0.0,0.0,12.711096,9.2699054e-07,0.71123934,2,1,1,0,2596157,25.7903285714286,27.8499571428571,30.5740714285714,61.5792,78.6628285714286,90.3114857142857,True,0,230440020241920223,2025-05-15,,0.0,0.0,171131
2024-05-12,2024,5,19,202420,Fortaleza,292.0,292,292,292,111,0.0,0.0,11.247394,0.00017519097,0.7588401,2,1,1,0,2596157,25.1590571428571,26.9272714285714,29.1245,73.8932428571429,84.8350142857143,91.9954285714286,True,0,230440020242020227,2025-05-19,,0.0,0.0,171131
2024-05-19,2024,5,20,202421,Fortaleza,288.0,288,288,288,119,0.0,0.0,11.09332,0.033770125,0.863508,2,1,1,0,2596157,25.1647285714286,27.1240714285714,29.6903,64.7714428571429,79.9139571428571,89.4689428571428,True,0,230440020242120236,2025-05-28,,0.0,0.0,171131
2024-05-26,2024,5,21,202422,Fortaleza,191.0,191,191,191,76,0.0,0.0,7.357028,5.56722e-07,0.640524,2,1,1,0,2596157,24.5753857142857,26.1531714285714,28.4333,70.7874428571428,83.8715428571429,92.3084714285714,True,0,230440020242220241,2025-06-02,,0.0,0.0,171131
2024-06-02,2024,6,22,202423,Fortaleza,222.0,222,222,222,111,0.0,0.0,8.551101,0.030361736,0.84329194,2,1,1,0,2596157,24.8285428571429,26.6993428571429,28.8145285714286,69.4173285714286,81.3444,89.8402857142857,True,0,230440020242320248,2025-06-09,,0.0,0.0,171131
2024-06-09,2024,6,23,202424,Fortaleza,236.0,236,236,236,99,0.0,0.0,9.09036,0.6163176,1.0277741,2,1,1,0,2596157,24.4620142857143,26.6765142857143,29.3083142857143,64.1757857142857,78.4495428571429,87.8086857142857,True,0,230440020242420255,2025-06-16,,0.0,0.0,171131
2024-06-16,2024,6,24,202425,Fortaleza,169.0,169,169,169,77,0.0,0.0,6.5096216,0.006350492,0.7755874,2,0,1,0,2596157,23.9831285714286,26.1356857142857,28.7374142857143,63.1445857142857,78.2237428571429,87.6322571428571,True,0,230440020242520262,2025-06-23,,0.0,0.0,171131
2024-06-23,2024,6,25,202426,Fortaleza,170.0,170,170,170,69,0.0,0.0,6.54814,0.020924417,0.81119406,2,0,1,0,2596157,24.0490571428571,26.3165,29.4256142857143,60.3248428571429,78.9617285714286,89.457,True,0,230440020242620269,2025-06-30,,0.0,0.0,171131
2024-06-30,2024,6,26,202427,Fortaleza,165.0,165,165,165,89,0.0,0.0,6.355548,0.11561448,0.8802755,1,0,0,0,2596157,24.1752857142857,26.5189142857143,29.5842714285714,55.1181285714286,75.1258142857143,86.8245,True,0,230440020242720277,2025-07-08,,0.0,0.0,171131
2024-07-07,2024,7,27,202428,Fortaleza,155.0,155,155,155,61,0.0,0.0,5.970363,0.19094792,0.9077134,1,0,1,0,2596157,23.8170142857143,26.2311571428571,29.4699,56.9557857142857,75.2427,88.0937428571429,True,0,230440020242820283,2025-07-14,,0.0,0.0,171131
2024-07-14,2024,7,28,202429,Fortaleza,139.0,139,139,139,32,0.0,0.0,5.354068,0.09049807,0.85711944,1,0,0,0,2596157,23.3861142857143,26.7147571428571,30.7932285714286,43.6523857142857,64.8215857142857,79.0412142857143,True,0,230440020242920291,2025-07-22,,0.0,0.0,171131
2024-07-21,2024,7,29,202430,Fortaleza,127.0,127,127,127,25,0.0,0.0,4.8918457,0.0652562,0.8343661,1,0,0,0,2596157,23.2043857142857,26.6804,30.6822714285714,43.5033714285714,63.6158571428571,78.1195571428571,True,0,230440020243020298,2025-07-29,,0.0,0.0,171131
2024-07-28,2024,7,30,202431,Fortaleza,136.0,136,136,136,47,0.0,0.0,5.238512,0.38822064,0.96648306,1,0,0,0,2596157,24.1406571428571,26.9521285714286,30.8272714285714,45.4639428571429,67.3363714285714,82.8696,True,0,230440020243120305,2025-08-05,,0.0,0.0,171131
2024-08-04,2024,8,31,202432,Fortaleza,145.0,145,145,145,54,0.0,0.0,5.5851784,0.7421185,1.0808058,1,0,0,0,2596157,23.4599571428571,26.6737142857143,30.6335428571429,44.1747571428571,66.4034428571429,80.6795285714286,True,0,230440020243220312,2025-08-12,,0.0,0.0,171131
2024-08-11,2024,8,32,202433,Fortaleza,123.0,123,123,123,50,0.0,0.0,4.737772,0.22844185,0.91160345,1,0,0,0,2596157,24.0133142857143,26.7541428571429,30.674,44.4424714285714,67.6520714285714,81.7161857142857,True,0,230440020243320320,2025-08-20,,0.0,0.0,171131
2024-08-18,2024,8,33,202434,Fortaleza,117.0,117,117,117,41,0.0,0.0,4.5066614,0.13670066,0.8710032,1,0,0,0,2596157,23.9397714285714,26.7508571428571,30.6671571428571,46.1947428571429,68.0922,80.9456571428571,True,0,230440020243420327,2025-08-27,,0.0,0.0,171131
2024-08-25,2024,8,34,202435,Fortaleza,128.0,128,128,128,56,0.0,0.0,4.9303646,0.51746243,1.0054867,1,0,0,0,2596157,23.737,26.8920714285714,31.3461714285714,39.0932,64.8645285714286,80.2882285714286,True,0,230440020243520332,2025-09-01,,0.0,0.0,171131
2024-09-01,2024,9,35,202436,Fortaleza,96.0,96,96,96,36,0.0,0.0,3.6977732,0.044095155,0.7931088,1,0,0,0,2596157,23.7948,26.6989714285714,30.9275285714286,42.1317857142857,65.7765142857143,80.2367571428571,True,0,230440020243620339,2025-09-08,,0.0,0.0,171131
2024-09-08,2024,9,36,202437,Fortaleza,93.0,93,93,93,36,0.0,0.0,3.582218,0.063611895,0.80920625,1,0,0,0,2596157,24.0892142857143,26.9528428571429,31.1027428571429,42.2500714285714,66.0684714285714,80.3500285714286,True,0,230440020243720346,2025-09-15,,0.0,0.0,171131
2024-09-15,2024,9,37,202438,Fortaleza,96.0,96,96,96,35,0.0,0.0,3.6977732,0.28919443,0.92451,1,0,0,0,2596157,24.1729142857143,26.9936857142857,31.2788857142857,42.7895857142857,67.2945857142857,81.4109857142857,True,0,230440020243820353,2025-09-22,,0.0,0.0,171131
2024-09-22,2024,9,38,202439,Fortaleza,92.0,92,92,92,40,0.0,0.0,3.5436995,0.38573506,0.95860064,1,0,0,0,2596157,24.6138285714286,26.8899857142857,30.8406,47.8067,69.9068,81.8137714285714,True,0,230440020243920363,2025-10-02,,0.0,0.0,171131
2024-09-29,2024,9,39,202440,Fortaleza,67.0,67,67,67,29,0.0,0.0,2.5807376,0.021439813,0.724742,1,0,0,0,2596157,24.7784285714286,27.0434142857143,30.9573285714286,48.8298142857143,70.1453857142857,82.6834142857143,True,0,230440020244020367,2025-10-06,,0.0,0.0,171131
2024-10-06,2024,10,40,202441,Fortaleza,74.0,74,74,74,38,0.0,0.0,2.8503668,0.17845617,0.864454,1,0,0,0,2596157,24.7637714285714,26.9227285714286,30.6118857142857,50.9257428571429,71.5311428571429,84.6022,True,0,230440020244120375,2025-10-14,,0.0,0.0,171131
2024-10-13,2024,10,41,202442,Fortaleza,64.0,64,64,64,31,0.0,0.0,2.4651823,0.1551496,0.8425484,1,0,0,0,2596157,25.1879857142857,27.2172857142857,30.8099857142857,51.2530571428571,70.7104,82.7410857142857,True,0,230440020244220381,2025-10-20,,0.0,0.0,171131
2024-10-20,2024,10,42,202443,Fortaleza,89.0,89,89,89,34,0.0,0.0,3.428144,0.91806364,1.2459698,1,0,0,0,2596157,25.0575571428571,27.0171142857143,30.2330285714286,51.8372714285714,69.5292285714286,81.1263285714286,True,0,230440020244320389,2025-10-28,,0.0,0.0,171131
2024-10-27,2024,10,43,202444,Fortaleza,90.0,90,90,90,20,0.0,0.0,3.4666624,0.896924,1.2183429,1,0,0,0,2596157,24.9967714285714,27.0724571428571,30.4418571428571,53.3194428571429,71.6940142857143,83.9632285714286,True,0,230440020244420395,2025-11-03,,0.0,0.0,171131
2024-11-03,2024,11,44,202445,Fortaleza,92.0,92,92,92,30,0.0,0.0,3.5436995,0.77544546,1.1213871,1,0,0,0,2596157,25.1966,27.2497714285714,30.7582285714286,50.9969857142857,70.9280714285714,83.0970714285714,True,0,230440020244520403,2025-11-11,,0.0,0.0,171131
2024-11-10,2024,11,45,202446,Fortaleza,104.0,104,104,104,29,0.0,0.0,4.005921,0.858684,1.1671093,1,0,0,0,2596157,25.0917142857143,27.3629714285714,31.1868428571429,49.7486142857143,70.4898428571429,83.7115857142857,True,0,230440020244620410,2025-11-18,,0.0,0.0,171131
2024-11-17,2024,11,46,202447,Fortaleza,126.0,126,126,126,58,0.0,0.0,4.8533273,0.9799691,1.3187268,1,0,0,0,2596157,25.5240285714286,27.6488142857143,31.3945714285714,51.1991,72.0539571428571,85.1318142857143,True,0,230440020244720418,2025-11-26,,0.0,0.0,171131
2024-11-24,2024,11,47,202448,Fortaleza,99.0,99,99,99,34,0.0,0.0,3.8133287,0.34075865,0.9442329,1,0,0,0,2596157,25.5736,27.7476,31.3146285714286,49.9555,70.8234285714286,84.0748142857143,True,0,230440020244820424,2025-12-02,,0.0,0.0,171131
2024-12-01,2024,12,48,202449,Fortaleza,85.0,85,85,85,23,0.0,0.0,3.27407,0.03980073,0.77729166,1,0,1,0,2596157,25.1499714285714,27.1336,30.1841428571429,58.8761428571429,76.2119857142857,87.5680714285714,True,0,230440020244920431,2025-12-09,,0.0,0.0,171131
2024-12-08,2024,12,49,202450,Fortaleza,82.0,82,82,82,15,0.0,0.0,3.1585147,0.07517212,0.80854523,1,0,0,0,2596157,25.3624142857143,27.2722714285714,30.2812,59.0954571428571,75.8925714285714,85.7701428571429,True,0,230440020245020437,2025-12-15,,0.0,0.0,171131
2024-12-15,2024,12,50,202451,Fortaleza,65.0,65,65,65,27,0.0,0.0,2.5037007,0.027219633,0.732522,1,0,1,0,2596157,25.2209571428571,27.4643,30.6846285714286,61.2195857142857,78.2716285714286,89.8388714285714,True,0,230440020245120437,2025-12-15,,0.0,0.0,171131
2024-12-22,2024,12,51,202452,Fortaleza,42.0,42,42,42,5,0.0,0.0,1.6177758,0.00054948777,0.54370296,1,0,0,0,2596157,25.6462,27.7725428571429,31.0199285714286,57.0290571428571,75.0535285714286,86.9140285714286,True,0,230440020245220437,2025-12-15,,0.0,0.0,171131
