data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,municipio_nome,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year,tipo_doenca
2025-12-28,202553,54.0,54,54,54,0.38630608,2.0799975,0,1,230440020255320599,2026-05-26,Fortaleza,,0.94681644,2596157,25.4262285714286,87.1037714285714,1,0,0,72.8921571428571,53.9217142857143,27.6303142857143,30.8853714285714,12.0,,,,,388082,dengue
2025-12-21,202552,46.0,46,46,46,0.02915176,1.7718498,0,1,230440020255220599,2026-05-26,Fortaleza,,0.6980209,2596157,25.4229714285714,83.9753857142857,0,0,0,72.9633714285714,56.6318571428571,27.4553428571429,30.4650857142857,13.0,,,,,388082,dengue
2025-12-14,202551,51.0,51,51,51,0.10003454,1.964442,0,1,230440020255120599,2026-05-26,Fortaleza,,0.7880364,2596157,25.57,82.4015285714286,0,0,0,71.7790857142857,54.8566285714286,27.4093714285714,30.4231,13.0,,,,,388082,dengue
2025-12-07,202550,76.0,76,76,76,0.964258,2.927404,0,1,230440020255020599,2026-05-26,Fortaleza,,1.3707504,2596157,25.5161428571429,83.7274285714286,0,0,0,72.8337,56.8962,27.4855428571429,30.5283857142857,29.0,,,,,388082,dengue
2025-11-30,202549,75.0,75,75,75,0.97752225,2.8888855,0,1,230440020254920599,2026-05-26,Fortaleza,,1.4287347,2596157,25.3668142857143,83.8088714285714,0,0,0,71.3769,53.1222285714286,27.4645857142857,30.9501428571429,21.0,,,,,388082,dengue
2025-11-23,202548,44.0,44,44,44,0.09763647,1.6948128,0,1,230440020254820599,2026-05-26,Fortaleza,,0.7727391,2596157,25.5295857142857,82.7635285714286,0,0,0,70.3356285714286,51.6161285714286,27.5414,30.8807,11.0,,,,,388082,dengue
2025-11-16,202547,51.0,51,51,51,0.22278678,1.964442,0,1,230440020254720599,2026-05-26,Fortaleza,,0.8649142,2596157,25.3037285714286,82.8495857142857,0,0,0,71.1626571428571,52.6908285714286,27.3385857142857,30.7339,8.0,,,,,388082,dengue
2025-11-09,202546,55.0,55,55,55,0.5165846,2.118516,0,1,230440020254620599,2026-05-26,Fortaleza,,1.0079466,2596157,25.1830285714286,83.3045571428571,0,0,0,70.2438142857143,47.9833714285714,27.3344571428571,31.0836857142857,7.0,,,,,388082,dengue
2025-11-02,202545,73.0,73,73,73,0.94778264,2.8118484,0,1,230440020254520599,2026-05-26,Fortaleza,,1.3335787,2596157,24.9248142857143,82.4328571428571,0,0,0,70.1921714285714,52.0100285714286,27.0647142857143,30.5051428571429,8.0,,,,,388082,dengue
2025-10-26,202544,44.0,44,44,44,0.03299036,1.6948128,0,1,230440020254420599,2026-05-26,Fortaleza,,0.69970995,2596157,24.9391,81.3060428571429,0,0,0,68.4109428571429,46.0791285714286,27.3691857142857,31.5823,6.0,,,,,388082,dengue
2025-10-19,202543,53.0,53,53,53,0.042184375,2.041479,0,1,230440020254320599,2026-05-26,Fortaleza,,0.7339774,2596157,25.0809714285714,82.6925428571429,0,0,0,68.0769142857143,44.7721571428571,27.4826857142857,31.6833571428571,4.0,,,,,388082,dengue
2025-10-12,202542,59.0,59,59,59,0.10229373,2.27259,0,1,230440020254220599,2026-05-26,Fortaleza,,0.802238,2596157,24.7386,83.0631,0,0,0,69.4981,46.8257714285714,27.1626714285714,31.2629,5.0,,,,,388082,dengue
2025-10-05,202541,81.0,81,81,81,0.79018664,3.1199963,0,1,230440020254120599,2026-05-26,Fortaleza,,1.1395923,2596157,24.7394142857143,82.0377,0,0,0,67.4821714285714,44.3795714285714,27.2458285714286,31.4164285714286,11.0,,,,,388082,dengue
2025-09-28,202540,79.0,79,79,79,0.6478549,3.0429592,0,1,230440020254020599,2026-05-26,Fortaleza,,1.0630606,2596157,24.5689428571429,80.4422857142857,0,0,0,63.8175571428571,37.6582142857143,27.4285142857143,32.1487428571429,8.0,,,,,388082,dengue
2025-09-21,202539,61.0,61,61,61,0.056994293,2.3496268,0,1,230440020253920599,2026-05-26,Fortaleza,,0.7657384,2596157,24.6366428571429,81.4223571428571,0,0,0,66.9176285714286,43.4160857142857,27.2090142857143,31.4555285714286,15.0,,,,,388082,dengue
2025-09-14,202538,76.0,76,76,76,0.3252318,2.927404,0,1,230440020253820599,2026-05-26,Fortaleza,,0.9305277,2596157,24.4601142857143,82.1396857142857,0,0,0,67.5462142857143,42.2816285714286,27.1393428571429,31.4647571428571,18.0,,,,,388082,dengue
2025-09-07,202537,83.0,83,83,83,0.48292884,3.1970332,0,1,230440020253720599,2026-05-26,Fortaleza,,0.9934049,2596157,24.4773142857143,84.0600142857143,0,0,0,68.4338571428571,43.082,27.1730142857143,31.5063571428571,22.0,,,,,388082,dengue
2025-08-31,202536,84.0,84,84,84,0.37308952,3.2355516,0,1,230440020253620599,2026-05-26,Fortaleza,,0.9519763,2596157,24.1479285714286,81.5150857142857,0,0,0,67.3014142857143,44.3660714285714,26.9822714285714,31.0625285714286,21.0,,,,,388082,dengue
2025-08-24,202535,76.0,76,76,76,0.10645619,2.927404,0,1,230440020253520599,2026-05-26,Fortaleza,,0.82521725,2596157,24.2827571428571,81.7339142857143,0,0,0,67.2662428571429,42.9822428571429,27.0189857142857,31.1584571428571,6.0,,,,,388082,dengue
2025-08-17,202534,96.0,96,96,96,0.47677088,3.6977732,0,1,230440020253420599,2026-05-26,Fortaleza,,0.9916616,2596157,23.7576142857143,79.8783,0,0,0,65.1384428571429,42.1910428571429,26.7370571428571,30.6530571428571,19.0,,,,,388082,dengue
2025-08-10,202533,88.0,88,88,88,0.15774874,3.3896255,0,1,230440020253320599,2026-05-26,Fortaleza,,0.8645104,2596157,24.2041714285714,86.2354714285714,0,0,0,74.0706714285714,55.8392,26.4712,29.6844714285714,12.0,,,,,388082,dengue
2025-08-03,202532,97.0,97,97,97,0.24864163,3.7362916,0,1,230440020253220599,2026-05-26,Fortaleza,,0.90938765,2596157,24.2776857142857,83.8095285714286,0,0,0,69.8913142857143,46.8053285714286,26.8144857142857,30.5323,25.0,,,,,388082,dengue
2025-07-27,202531,106.0,106,106,106,0.28693762,4.082958,0,1,230440020253120599,2026-05-26,Fortaleza,,0.9271364,2596157,24.1735,86.1962428571429,0,0,0,74.1699857142857,54.7863142857143,26.5119428571429,29.6741,31.0,,,,,388082,dengue
2025-07-20,202530,101.0,101,101,101,0.09339846,3.8903656,0,1,230440020253020599,2026-05-26,Fortaleza,,0.83746713,2596157,24.2259428571429,85.3610428571429,0,0,0,72.5301714285714,50.7208428571429,26.6089285714286,30.0074857142857,15.0,,,,,388082,dengue
2025-07-13,202529,116.0,116,116,116,0.39700326,4.4681425,0,1,230440020252920599,2026-05-26,Fortaleza,,0.9666334,2596157,24.0136571428571,85.5635,0,0,0,70.5184428571429,47.2348,26.4707571428571,30.1817142857143,13.0,,,,,388082,dengue
2025-07-06,202528,127.0,127,127,127,0.7890904,4.8918457,0,1,230440020252820599,2026-05-26,Fortaleza,,1.1087805,2596157,24.1868142857143,84.5859,0,0,0,72.6329142857143,54.4591714285714,26.3401,29.2862571428571,22.0,,,,,388082,dengue
2025-06-29,202527,123.0,123,123,123,0.81642723,4.737772,0,2,230440020252720599,2026-05-26,Fortaleza,,1.1255083,2596157,23.4166857142857,89.9067,1,0,0,79.8618428571429,63.7235714285714,25.4607,28.1359428571429,18.0,,,,,388082,dengue
2025-06-22,202526,114.0,114,114,114,0.60881025,4.3911057,0,2,230440020252620599,2026-05-26,Fortaleza,,1.0375438,2596157,23.9862142857143,90.5697714285714,1,0,0,81.8512285714286,67.7876714285714,25.8842142857143,28.5072142857143,15.0,,,,,388082,dengue
2025-06-15,202525,109.0,109,109,109,0.13658646,4.1985135,0,2,230440020252520599,2026-05-26,Fortaleza,,0.86678374,2596157,24.3216,87.6256857142857,1,0,0,78.1048571428571,62.5900714285714,26.167,28.7658,14.0,,,,,388082,dengue
2025-06-08,202524,103.0,103,103,103,0.0005612844,3.9674027,0,2,230440020252420599,2026-05-26,Fortaleza,,0.6642115,2596157,24.6633,88.3179142857143,1,0,0,77.7523142857143,61.8520571428571,26.7118857142857,29.4034285714286,10.0,,,,,388082,dengue
2025-06-01,202523,109.0,109,109,109,3.124332e-05,4.1985135,0,2,230440020252320599,2026-05-26,Fortaleza,,0.61866355,2596157,24.7630857142857,88.5716857142857,1,0,0,79.5713571428571,65.6135428571429,26.5759142857143,28.9717142857143,5.0,,,,,388082,dengue
2025-05-25,202522,167.0,167,167,167,0.27592796,6.432585,0,2,230440020252220599,2026-05-26,Fortaleza,,0.9380041,2596157,24.5717428571429,88.5464428571429,1,0,1,78.3024142857143,62.0284142857143,26.7466285714286,29.5961571428571,11.0,,,,,388082,dengue
2025-05-18,202521,189.0,189,189,189,0.8301169,7.279991,0,2,230440020252120599,2026-05-26,Fortaleza,,1.1058182,2596157,24.5420428571429,91.4410714285714,1,0,1,81.6717857142857,67.1348857142857,26.5914857142857,29.1634571428571,10.0,,,,,388082,dengue
2025-05-11,202520,186.0,186,186,186,0.85684234,7.164436,0,2,230440020252020599,2026-05-26,Fortaleza,,1.1203202,2596157,25.1677571428571,88.7213571428571,1,0,1,77.9768142857143,61.9530142857143,26.9673,29.3785857142857,14.0,,,,,388082,dengue
2025-05-04,202519,161.0,161,161,161,0.54396373,6.2014737,0,2,230440020251920592,2026-05-19,Fortaleza,,1.0124058,2596157,25.1058428571429,89.8908428571429,1,0,0,81.8006428571429,69.1143142857143,26.8154857142857,29.0172714285714,14.0,,,,,388082,dengue
2025-04-27,202518,174.0,174,174,174,0.90147865,6.7022142,0,2,230440020251820586,2026-05-13,Fortaleza,,1.1539148,2596157,24.6181857142857,92.1422285714286,1,0,1,83.3977285714286,71.2142428571428,26.5715,28.9318571428571,10.0,,,,,388082,dengue
2025-04-20,202517,161.0,161,161,161,0.61193717,6.2014737,0,2,230440020251720578,2026-05-05,Fortaleza,,1.0324211,2596157,24.6913714285714,93.5357285714286,1,0,0,85.8520285714286,76.0714714285714,26.4617285714286,28.5259571428571,15.0,,,,,388082,dengue
2025-04-13,202516,149.0,149,149,149,0.029407743,5.739252,0,2,230440020251620571,2026-04-28,Fortaleza,,0.81254286,2596157,24.8609714285714,92.6333,1,0,0,81.7340714285714,66.8530714285714,27.0512285714286,29.7353,16.0,,,,,388082,dengue
2025-04-06,202515,131.0,131,131,131,1.3347728e-06,5.04592,0,2,230440020251520566,2026-04-23,Fortaleza,,0.600493,2596157,24.8629,92.5547,1,0,0,83.7516714285714,71.5438571428571,26.8125285714286,29.1577571428571,13.0,,,,,388082,dengue
2025-03-30,202514,191.0,191,191,191,0.015066239,7.357028,0,2,230440020251420556,2026-04-13,Fortaleza,,0.8103307,2596157,24.6738571428571,92.5006714285714,1,0,1,84.3811857142857,72.2356857142857,26.5518714285714,28.8403714285714,16.0,,,,,388082,dengue
2025-03-23,202513,212.0,212,212,212,0.41139385,8.165916,0,2,230440020251320552,2026-04-09,Fortaleza,,0.9786172,2596157,24.5622285714286,92.3172428571429,1,0,1,83.7562428571429,72.2318857142857,26.5742571428571,28.9718,22.0,,,,,388082,dengue
2025-03-16,202512,281.0,281,281,281,0.9999989,10.82369,0,3,230440020251220543,2026-03-31,Fortaleza,,1.5634108,2596157,24.2044428571429,94.6275285714286,1,1,1,85.3958571428571,71.3622142857143,26.1368714285714,28.6982,27.0,,,,,388082,dengue
2025-03-09,202511,212.0,212,212,212,0.9987907,8.165916,0,3,230440020251120535,2026-03-23,Fortaleza,,1.3753252,2596157,24.3842714285714,94.3493857142857,1,1,1,86.8174285714286,75.5446428571429,25.9903,28.2812142857143,16.0,,,,,388082,dengue
2025-03-02,202510,188.0,188,188,188,0.95959675,7.2414727,0,2,230440020251020529,2026-03-17,Fortaleza,,1.2074991,2596157,24.7183857142857,92.0000857142857,1,1,1,82.542,68.2877714285714,26.6763285714286,29.2628428571429,14.0,,,,,388082,dengue
2025-02-23,202509,118.0,118,118,118,0.006324994,4.54518,0,2,230440020250920521,2026-03-09,Fortaleza,,0.7403295,2596157,24.2273714285714,93.9962714285714,1,0,0,86.9331285714286,77.4180857142857,25.9801571428571,27.9032714285714,16.0,,,,,388082,dengue
2025-02-16,202508,165.0,165,165,165,0.8185411,6.355548,0,2,230440020250820516,2026-03-04,Fortaleza,,1.1080866,2596157,24.6047857142857,92.4888285714286,1,0,1,83.8198714285714,71.6880142857143,26.5140428571429,28.9231428571429,8.0,,,,,388082,dengue
2025-02-09,202507,177.0,177,177,177,0.9915337,6.8177695,0,2,230440020250720507,2026-02-23,Fortaleza,,1.3116808,2596157,25.0448,89.3682714285714,1,1,1,81.0408,68.3595714285714,26.8757428571429,29.2717428571429,8.0,,,,,388082,dengue
2025-02-02,202506,143.0,143,143,143,0.91831905,5.5081415,0,2,230440020250620503,2026-02-19,Fortaleza,,1.1874425,2596157,24.8048428571429,91.8714571428571,1,0,0,82.4994428571429,69.5453428571429,26.5396571428571,29.0274,7.0,,,,,388082,dengue
2025-01-26,202505,135.0,135,135,135,0.97809356,5.1999936,0,2,230440020250520495,2026-02-11,Fortaleza,,1.2988511,2596157,24.5664714285714,91.9733142857143,1,0,0,82.4953285714286,69.8162142857143,26.6459714285714,29.2515571428571,10.0,,,,,388082,dengue
2025-01-19,202504,130.0,130,130,130,0.99715865,5.0074015,0,2,230440020250420491,2026-02-07,Fortaleza,,1.4566146,2596157,24.1229142857143,92.7445,1,0,0,85.4731285714286,76.4800428571429,25.9086714285714,28.1162857142857,10.0,,,,,388082,dengue
2025-01-12,202503,93.0,93,93,93,0.9483489,3.582218,0,2,230440020250320486,2026-02-02,Fortaleza,,1.2890497,2596157,24.2960571428571,93.3607857142857,1,0,0,85.8919142857143,75.0171,26.0304857142857,28.1471571428571,9.0,,,,,388082,dengue
2025-01-05,202502,97.0,97,97,97,0.9985519,3.7362916,0,1,230440020250220459,2026-01-06,Fortaleza,,1.6177391,2596157,25.1682428571429,91.8055428571429,1,0,0,81.7342857142857,68.1968285714286,27.2370857142857,29.7638,5.0,,,,,388082,dengue
2024-12-29,202501,72.0,72,72,72,0.7294778,2.77333,0,1,230440020250120459,2026-01-06,Fortaleza,,1.109871,2596157,25.7805142857143,88.2900571428571,1,0,0,77.3304,61.7487428571429,27.8342714285714,30.6033285714286,3.0,,,,,388082,dengue
2024-12-22,202452,42.0,42,42,42,0.00054948777,1.6177758,0,1,230440020245220437,2025-12-15,Fortaleza,,0.54370296,2596157,25.6462,86.9140285714286,0,0,0,75.0535285714286,57.0290571428571,27.7725428571429,31.0199285714286,5.0,,,,,388082,dengue
2024-12-15,202451,65.0,65,65,65,0.027219633,2.5037007,0,1,230440020245120437,2025-12-15,Fortaleza,,0.732522,2596157,25.2209571428571,89.8388714285714,1,0,0,78.2716285714286,61.2195857142857,27.4643,30.6846285714286,27.0,,,,,388082,dengue
2024-12-08,202450,82.0,82,82,82,0.07517212,3.1585147,0,1,230440020245020437,2025-12-15,Fortaleza,,0.80854523,2596157,25.3624142857143,85.7701428571429,0,0,0,75.8925714285714,59.0954571428571,27.2722714285714,30.2812,15.0,,,,,388082,dengue
2024-12-01,202449,85.0,85,85,85,0.03980073,3.27407,0,1,230440020244920431,2025-12-09,Fortaleza,,0.77729166,2596157,25.1499714285714,87.5680714285714,1,0,0,76.2119857142857,58.8761428571429,27.1336,30.1841428571429,23.0,,,,,388082,dengue
2024-11-24,202448,99.0,99,99,99,0.34075865,3.8133287,0,1,230440020244820424,2025-12-02,Fortaleza,,0.9442329,2596157,25.5736,84.0748142857143,0,0,0,70.8234285714286,49.9555,27.7476,31.3146285714286,34.0,,,,,388082,dengue
2024-11-17,202447,126.0,126,126,126,0.9799691,4.8533273,0,1,230440020244720418,2025-11-26,Fortaleza,,1.3187268,2596157,25.5240285714286,85.1318142857143,0,0,0,72.0539571428571,51.1991,27.6488142857143,31.3945714285714,58.0,,,,,388082,dengue
2024-11-10,202446,104.0,104,104,104,0.858684,4.005921,0,1,230440020244620410,2025-11-18,Fortaleza,,1.1671093,2596157,25.0917142857143,83.7115857142857,0,0,0,70.4898428571429,49.7486142857143,27.3629714285714,31.1868428571429,29.0,,,,,388082,dengue
2024-11-03,202445,92.0,92,92,92,0.77544546,3.5436995,0,1,230440020244520403,2025-11-11,Fortaleza,,1.1213871,2596157,25.1966,83.0970714285714,0,0,0,70.9280714285714,50.9969857142857,27.2497714285714,30.7582285714286,30.0,,,,,388082,dengue
2024-10-27,202444,90.0,90,90,90,0.896924,3.4666624,0,1,230440020244420395,2025-11-03,Fortaleza,,1.2183429,2596157,24.9967714285714,83.9632285714286,0,0,0,71.6940142857143,53.3194428571429,27.0724571428571,30.4418571428571,20.0,,,,,388082,dengue
2024-10-20,202443,89.0,89,89,89,0.91806364,3.428144,0,1,230440020244320389,2025-10-28,Fortaleza,,1.2459698,2596157,25.0575571428571,81.1263285714286,0,0,0,69.5292285714286,51.8372714285714,27.0171142857143,30.2330285714286,34.0,,,,,388082,dengue
2024-10-13,202442,64.0,64,64,64,0.1551496,2.4651823,0,1,230440020244220381,2025-10-20,Fortaleza,,0.8425484,2596157,25.1879857142857,82.7410857142857,0,0,0,70.7104,51.2530571428571,27.2172857142857,30.8099857142857,31.0,,,,,388082,dengue
2024-10-06,202441,74.0,74,74,74,0.17845617,2.8503668,0,1,230440020244120375,2025-10-14,Fortaleza,,0.864454,2596157,24.7637714285714,84.6022,0,0,0,71.5311428571429,50.9257428571429,26.9227285714286,30.6118857142857,38.0,,,,,388082,dengue
2024-09-29,202440,67.0,67,67,67,0.021439813,2.5807376,0,1,230440020244020367,2025-10-06,Fortaleza,,0.724742,2596157,24.7784285714286,82.6834142857143,0,0,0,70.1453857142857,48.8298142857143,27.0434142857143,30.9573285714286,29.0,,,,,388082,dengue
2024-09-22,202439,92.0,92,92,92,0.38573506,3.5436995,0,1,230440020243920363,2025-10-02,Fortaleza,,0.95860064,2596157,24.6138285714286,81.8137714285714,0,0,0,69.9068,47.8067,26.8899857142857,30.8406,40.0,,,,,388082,dengue
2024-09-15,202438,96.0,96,96,96,0.28919443,3.6977732,0,1,230440020243820353,2025-09-22,Fortaleza,,0.92451,2596157,24.1729142857143,81.4109857142857,0,0,0,67.2945857142857,42.7895857142857,26.9936857142857,31.2788857142857,35.0,,,,,388082,dengue
2024-09-08,202437,93.0,93,93,93,0.063611895,3.582218,0,1,230440020243720346,2025-09-15,Fortaleza,,0.80920625,2596157,24.0892142857143,80.3500285714286,0,0,0,66.0684714285714,42.2500714285714,26.9528428571429,31.1027428571429,36.0,,,,,388082,dengue
2024-09-01,202436,96.0,96,96,96,0.044095155,3.6977732,0,1,230440020243620339,2025-09-08,Fortaleza,,0.7931088,2596157,23.7948,80.2367571428571,0,0,0,65.7765142857143,42.1317857142857,26.6989714285714,30.9275285714286,36.0,,,,,388082,dengue
2024-08-25,202435,128.0,128,128,128,0.51746243,4.9303646,0,1,230440020243520332,2025-09-01,Fortaleza,,1.0054867,2596157,23.737,80.2882285714286,0,0,0,64.8645285714286,39.0932,26.8920714285714,31.3461714285714,56.0,,,,,388082,dengue
2024-08-18,202434,117.0,117,117,117,0.13670066,4.5066614,0,1,230440020243420327,2025-08-27,Fortaleza,,0.8710032,2596157,23.9397714285714,80.9456571428571,0,0,0,68.0922,46.1947428571429,26.7508571428571,30.6671571428571,41.0,,,,,388082,dengue
2024-08-11,202433,123.0,123,123,123,0.22844185,4.737772,0,1,230440020243320320,2025-08-20,Fortaleza,,0.91160345,2596157,24.0133142857143,81.7161857142857,0,0,0,67.6520714285714,44.4424714285714,26.7541428571429,30.674,50.0,,,,,388082,dengue
2024-08-04,202432,145.0,145,145,145,0.7421185,5.5851784,0,1,230440020243220312,2025-08-12,Fortaleza,,1.0808058,2596157,23.4599571428571,80.6795285714286,0,0,0,66.4034428571429,44.1747571428571,26.6737142857143,30.6335428571429,54.0,,,,,388082,dengue
2024-07-28,202431,136.0,136,136,136,0.38822064,5.238512,0,1,230440020243120305,2025-08-05,Fortaleza,,0.96648306,2596157,24.1406571428571,82.8696,0,0,0,67.3363714285714,45.4639428571429,26.9521285714286,30.8272714285714,47.0,,,,,388082,dengue
2024-07-21,202430,127.0,127,127,127,0.0652562,4.8918457,0,1,230440020243020298,2025-07-29,Fortaleza,,0.8343661,2596157,23.2043857142857,78.1195571428571,0,0,0,63.6158571428571,43.5033714285714,26.6804,30.6822714285714,25.0,,,,,388082,dengue
2024-07-14,202429,139.0,139,139,139,0.09049807,5.354068,0,1,230440020242920291,2025-07-22,Fortaleza,,0.85711944,2596157,23.3861142857143,79.0412142857143,0,0,0,64.8215857142857,43.6523857142857,26.7147571428571,30.7932285714286,32.0,,,,,388082,dengue
2024-07-07,202428,155.0,155,155,155,0.19094792,5.970363,0,1,230440020242820283,2025-07-14,Fortaleza,,0.9077134,2596157,23.8170142857143,88.0937428571429,1,0,0,75.2427,56.9557857142857,26.2311571428571,29.4699,61.0,,,,,388082,dengue
2024-06-30,202427,165.0,165,165,165,0.11561448,6.355548,0,1,230440020242720277,2025-07-08,Fortaleza,,0.8802755,2596157,24.1752857142857,86.8245,0,0,0,75.1258142857143,55.1181285714286,26.5189142857143,29.5842714285714,89.0,,,,,388082,dengue
2024-06-23,202426,170.0,170,170,170,0.020924417,6.54814,0,2,230440020242620269,2025-06-30,Fortaleza,,0.81119406,2596157,24.0490571428571,89.457,1,0,0,78.9617285714286,60.3248428571429,26.3165,29.4256142857143,69.0,,,,,388082,dengue
2024-06-16,202425,169.0,169,169,169,0.006350492,6.5096216,0,2,230440020242520262,2025-06-23,Fortaleza,,0.7755874,2596157,23.9831285714286,87.6322571428571,1,0,0,78.2237428571429,63.1445857142857,26.1356857142857,28.7374142857143,77.0,,,,,388082,dengue
2024-06-09,202424,236.0,236,236,236,0.6163176,9.09036,0,2,230440020242420255,2025-06-16,Fortaleza,,1.0277741,2596157,24.4620142857143,87.8086857142857,1,0,1,78.4495428571429,64.1757857142857,26.6765142857143,29.3083142857143,99.0,,,,,388082,dengue
2024-06-02,202423,222.0,222,222,222,0.030361736,8.551101,0,2,230440020242320248,2025-06-09,Fortaleza,,0.84329194,2596157,24.8285428571429,89.8402857142857,1,0,1,81.3444,69.4173285714286,26.6993428571429,28.8145285714286,111.0,,,,,388082,dengue
2024-05-26,202422,191.0,191,191,191,5.56722e-07,7.357028,0,2,230440020242220241,2025-06-02,Fortaleza,,0.640524,2596157,24.5753857142857,92.3084714285714,1,0,1,83.8715428571429,70.7874428571428,26.1531714285714,28.4333,76.0,,,,,388082,dengue
2024-05-19,202421,288.0,288,288,288,0.033770125,11.09332,0,2,230440020242120236,2025-05-28,Fortaleza,,0.863508,2596157,25.1647285714286,89.4689428571428,1,0,1,79.9139571428571,64.7714428571429,27.1240714285714,29.6903,119.0,,,,,388082,dengue
2024-05-12,202420,292.0,292,292,292,0.00017519097,11.247394,0,2,230440020242020227,2025-05-19,Fortaleza,,0.7588401,2596157,25.1590571428571,91.9954285714286,1,0,1,84.8350142857143,73.8932428571429,26.9272714285714,29.1245,111.0,,,,,388082,dengue
2024-05-05,202419,330.0,330,330,330,9.2699054e-07,12.711096,0,2,230440020241920223,2025-05-15,Fortaleza,,0.71123934,2596157,25.7903285714286,90.3114857142857,1,0,1,78.6628285714286,61.5792,27.8499571428571,30.5740714285714,113.0,,,,,388082,dengue
2024-04-28,202418,366.0,366,366,366,9.9187325e-12,14.09776,0,2,230440020241820213,2025-05-05,Fortaleza,,0.64174694,2596157,25.0438285714286,93.8955,1,0,1,84.0549428571429,72.0282714285714,26.9660571428571,29.1444857142857,142.0,,,,,388082,dengue
2024-04-21,202417,455.0,455,455,455,5.901113e-11,17.525904,0,2,230440020241720206,2025-04-28,Fortaleza,,0.6787467,2596157,24.9913,93.6127,1,0,1,84.9509,71.3928571428571,26.8258428571429,29.2972285714286,170.0,,,,,388082,dengue
2024-04-14,202416,551.0,551,551,551,4.8107795e-05,21.223679,0,2,230440020241620200,2025-04-22,Fortaleza,,0.80076253,2596157,24.9911571428571,94.5744142857143,1,0,1,86.5664428571429,76.2026,27.0058142857143,29.3946714285714,194.0,,,,,388082,dengue
2024-04-07,202415,726.0,726,726,726,0.9950323,27.96441,0,3,230440020241520192,2025-04-14,Fortaleza,,1.1503816,2596157,24.8972857142857,94.6578571428571,1,1,1,87.0187,75.0096571428572,26.7406857142857,29.3389285714286,232.0,,,,,388082,dengue
2024-03-31,202414,786.0,786,786,786,0.99999964,30.275518,0,2,230440020241420188,2025-04-10,Fortaleza,,1.3073404,2596157,24.6702428571429,95.0402857142857,1,1,1,85.9439142857143,74.7174285714286,26.7441857142857,29.1712428571429,255.0,,,,,388082,dengue
2024-03-24,202413,554.0,554,554,554,0.054937597,21.339233,0,2,230440020241320178,2025-03-31,Fortaleza,,0.910465,2596157,25.0155428571429,93.7712285714286,1,0,1,86.8493428571429,76.5381714285714,26.5588,28.7376142857143,150.0,,,,,388082,dengue
2024-03-17,202412,597.0,597,597,597,0.4677061,22.995527,0,2,230440020241220171,2025-03-24,Fortaleza,,0.99532765,2596157,25.1074571428571,94.0290857142857,1,0,1,86.0844285714286,75.5940857142857,27.0112857142857,29.5342857142857,157.0,,,,,388082,dengue
2024-03-10,202411,617.0,617,617,617,0.98720104,23.765898,0,3,230440020241120165,2025-03-18,Fortaleza,,1.1402925,2596157,25.5582857142857,92.6594714285714,1,1,1,85.6106428571429,75.9961714285714,27.3498857142857,29.6925714285714,126.0,,,,,388082,dengue
2024-03-03,202410,643.0,643,643,643,1.0,24.767378,0,3,230440020241020157,2025-03-10,Fortaleza,,1.4400126,2596157,24.9998,92.8041285714286,1,1,1,86.1271142857143,78.5725285714286,26.7316428571429,28.6962571428571,120.0,,,,,388082,dengue
2024-02-25,202409,562.0,562,562,562,1.0,21.64738,0,3,230440020240920153,2025-03-06,Fortaleza,,1.5955204,2596157,24.7347142857143,94.0105428571429,1,1,1,85.5646,76.0527714285714,26.6136571428571,28.794,113.0,,,,,388082,dengue
2024-02-18,202408,449.0,449,449,449,1.0,17.294794,0,3,230440020240820145,2025-02-26,Fortaleza,,1.554519,2596157,24.6576428571429,94.9126142857143,1,1,1,88.2222857142857,79.2990571428572,26.1685571428571,28.0199,64.0,,,,,388082,dengue
2024-02-11,202407,336.0,336,336,336,0.99970233,12.942206,0,3,230440020240720137,2025-02-18,Fortaleza,,1.3287274,2596157,24.9973428571429,92.0661571428572,1,1,1,83.7216428571429,72.6342571428571,27.0649571428571,29.3757857142857,35.0,,,,,388082,dengue
2024-02-04,202406,262.0,262,262,262,0.97901434,10.09184,0,3,230440020240620130,2025-02-11,Fortaleza,,1.2044095,2596157,25.7857142857143,88.5176142857143,1,1,1,78.3011571428571,63.5530428571429,27.8377714285714,30.4632,47.0,,,,,388082,dengue
2024-01-28,202405,275.0,275,275,275,0.99999505,10.59258,0,3,230440020240520122,2025-02-03,Fortaleza,,1.518963,2596157,26.3641428571429,87.5147857142857,1,1,1,75.9815857142857,59.0376857142857,28.3619285714286,31.2040428571429,52.0,,,,,388082,dengue
2024-01-21,202404,211.0,211,211,211,0.99931175,8.127398,0,3,230440020240420116,2025-01-28,Fortaleza,,1.4030156,2596157,26.5559714285714,85.3966714285714,0,1,1,75.457,62.6598285714286,28.3332428571429,30.7940857142857,44.0,,,,,388082,dengue
2024-01-14,202403,184.0,184,184,184,0.99996257,7.087399,0,1,230440020240320109,2025-01-21,Fortaleza,,1.5886705,2596157,25.8520285714286,85.9814857142857,0,1,1,73.5593857142857,55.1256714285714,28.0517857142857,31.2447571428571,19.0,,,,,388082,dengue
